('37271406470601066', '0758', '262', '240', False)
('5524495690779723877', '0691', '238', '448', True)
('682513037813590301', '0784', '784', '419', False)
('44355877095968095', '0759', '010', '532', True)
('79836641646925', '0498', '947', '002', False)
('13316786474647043', '0378', '634', '282', False)
('62087622121756', '0740', '697', '784', False)
('2541523022901022', '6421', '604', '808', False)
('307098019569965', '0157', '257', '180', True)
('858385192705497', '1410', '685', '797', False)
('0406868180510', '0350', '312', '670', False)
('0918777161356013', '1173', '689', '280', True)
('7406755518885', '0572', '663', '676', True)
('7154431043365265772', '1079', '504', '079', False)
('627512238527440652', '1028', '884', '524', False)
('3190248063154', '4791', '363', '563', False)
('712420239014532', '1287', '585', '386', True)
('3081274102307', '0379', '853', '408', True)
('928398393824017', '0983', '680', '718', False)
('6710339243493', '1051', '449', '197', False)
('8631326616453274494', '0470', '050', '884', False)
('8610062441033', '0465', '943', '292', False)
('35368516884228', '1232', '434', '854', True)
('03764135188082', '0326', '761', '918', False)
('65793845638917', '0697', '147', '324', True)
('208242554334651364', '0595', '339', '968', True)
('1848743112437289', '9197', '963', '585', False)
('2597557486649092', '0126', '835', '055', True)
('1800393088822901130', '0489', '960', '101', True)
('06894875741779506', '1138', '430', '372', False)
('178955841457003230', '0140', '002', '454', True)
('0155875271398134982', '0169', '628', '862', True)
('3699666880073745', '0699', '943', '547', False)
('06692320572595', '9817', '871', '619', False)
('549820842398430628', '0738', '663', '446', False)
('9629386253639194188', '0138', '078', '450', True)
('4453949508335439', '1500', '880', '366', False)
('8241774058110943', '0398', '042', '052', False)
('0165797683902', '0775', '529', '450', False)
('838834697064244', '0858', '492', '238', True)
('20681066364997284', '1077', '197', '098', False)
('1080233011868116572', '0684', '501', '602', False)
('6731141037147', '0152', '465', '025', True)
('3465634577298605', '0738', '428', '984', False)
('71137705021138764', '1068', '351', '315', False)
('6846889199944662', '0786', '214', '999', False)
('7599352466708904207', '1245', '626', '496', True)
('7034961745322', '1170', '517', '429', True)
('5600724131982652', '1265', '549', '524', True)
('2623319275715321', '0796', '997', '296', True)
('8329391130875289289', '0163', '126', '966', True)
('250712713132404', '0826', '757', '948', False)
('9342301425245172', '0990', '732', '627', True)
('55000560970715824', '0972', '809', '550', True)
('65789362822077749', '0639', '246', '171', False)
('3568518874958142', '0690', '828', '684', True)
('15284819619498', '0684', '082', '501', True)
('1675493021800', '0399', '190', '378', True)
('45147808935852672', '0849', '815', '236', False)
('020047694677308762', '1038', '149', '430', True)
('135024680678652491', '1294', '252', '136', False)
('6797768519126082404', '1236', '432', '399', False)
('9783097517207', '0359', '849', '866', True)
('6536970408909', '1039', '957', '393', True)
('264454448326117490', '1198', '300', '732', True)
('2379060524748756', '4595', '311', '617', False)
('514449365633516741', '0573', '733', '774', True)
('556885289082044', '1162', '772', '374', True)
('287047562654078', '0790', '599', '794', False)
('3550694604322', '0891', '787', '488', False)
('7240469542792510539', '0745', '511', '633', True)
('9211518443461774', '0775', '686', '033', True)
('1432850862818', '0636', '735', '310', True)
('10107931215793', '0547', '409', '709', False)
('59144341255459', '1070', '850', '386', True)
('018615041746317299', '0763', '479', '662', True)
('16096969800374', '0256', '926', '905', True)
('8836115400896', '0148', '287', '446', True)
('5552129051129821', '0988', '508', '451', True)
('09269358036644689', '1042', '435', '693', True)
('5138231512479242', '0283', '812', '554', False)
('187827921455573207', '1126', '479', '816', False)
('0987730915237354919', '0574', '237', '273', True)
('6016846108800490020', '0392', '135', '791', False)
('568419612791325', '1273', '400', '593', False)
('063728047542899', '0985', '018', '986', True)
('8066594564794', '0850', '003', '446', True)
('9138078329069977', '0870', '748', '307', False)
('1801747377629980', '7213', '386', '254', False)
('202455682864824', '0834', '586', '518', True)
('47143219994022429', '0691', '884', '573', True)
('7131386755561', '1464', '991', '444', False)
('245912718091178991', '6602', '462', '999', False)
('4987233447915', '1037', '276', '690', False)
('884088228501009', '0153', '717', '258', False)
('20404647292259', '0157', '576', '090', True)
('6974973639732777345', '0773', '644', '595', False)
('8174081004833839', '0493', '860', '581', True)
('13869277635768267', '0937', '710', '615', True)
('50237142980058', '0676', '176', '130', False)
('65212874954536897', '0749', '677', '698', True)
('6910191256034827572', '0363', '619', '798', False)
('4080477289358737949', '0960', '101', '065', True)
('61439583665274', '0930', '999', '923', False)
('482299995461834567', '0662', '919', '210', False)
('1553020351501397', '0176', '203', '123', True)
('76280312414604514', '1058', '733', '078', False)
('83116380987689', '1255', '947', '434', True)
('0838193444919', '0872', '003', '151', True)
('36124855430803', '0249', '022', '370', True)
('4301540739109430', '0594', '375', '289', False)
('6804422824360612748', '1255', '519', '494', False)
('3502225337192', '0340', '990', '465', False)
('05311833242327002', '0328', '670', '332', True)
('9513949366114667113', '0837', '205', '909', False)
('294474984107149461', '0868', '723', '213', False)
('8066986837143597', '1188', '804', '228', True)
('609656846410801626', '0655', '828', '109', False)
('9778621627472472878', '0438', '934', '358', False)
('992140983036902944', '0676', '958', '879', True)
('3830441528092005895', '0449', '427', '944', False)
('218990749357202177', '0645', '762', '228', False)
('9336578981468979', '1074', '442', '785', True)
('67030077490702363', '1189', '501', '908', True)
('48937399426742030', '1139', '208', '983', True)
('58377299007002828', '0248', '590', '250', True)
('237637829068326959', '1226', '205', '885', False)
('371826921539270235', '0189', '422', '974', True)
('0562975229441076853', '0755', '981', '127', False)
('438638796628606324', '0946', '297', '083', False)
('6661609324573835514', '0497', '504', '638', False)
('32784942523946', '0741', '820', '196', True)
('77471619970851221', '1235', '462', '637', False)
('4828983355755231', '0498', '582', '531', False)
('227065700163664408', '0592', '145', '596', True)
('0858158544806614', '0574', '943', '371', True)
('7766283453597677', '0733', '678', '950', True)
('6581844298135890468', '0578', '122', '927', True)
('8958938241065', '1139', '388', '347', True)
('653067055208788455', '8041', '499', '014', False)
('883238943671244345', '0489', '959', '824', True)
('0795247981282326', '0630', '951', '669', False)
('93923057608896', '0533', '865', '439', True)
('350620762060345679', '0847', '898', '249', True)
('4527945028833', '0859', '914', '222', False)
('3685727713947451105', '0236', '370', '319', False)
('3879241935520991', '0396', '908', '338', False)
('488652690295914', '0833', '034', '780', False)
('061294233122676285', '3428', '593', '132', False)
('95416404787241365', '0557', '192', '654', True)
('78166496133737201', '0368', '917', '865', False)
('90891145339723138', '0554', '407', '823', True)
('846862959188604789', '0290', '437', '972', False)
('4318991219785', '1084', '737', '888', True)
('5178803995576508658', '0961', '716', '009', False)
('785999819286711', '0235', '559', '086', True)
('84184133380890', '0634', '442', '043', True)
('407318431034912', '1039', '977', '613', True)
('430140423466834045', '8374', '274', '056', False)
('589020136014442206', '0925', '751', '002', True)
('944370772084477', '0496', '428', '108', True)
('4732723736826288366', '0666', '385', '209', True)
('8015834640295564038', '1823', '543', '906', False)
('796128438070190071', '4621', '951', '243', False)
('95165831446437', '0771', '754', '496', True)
('77261172349895291', '0570', '184', '971', True)
('285225473453156', '0726', '095', '790', True)
('90409071591628692', '0154', '830', '482', False)
('878669135350650805', '1137', '195', '430', True)
('072942211729604', '0186', '123', '165', False)
('31945455215912', '0345', '496', '488', True)
('8175599691036021892', '0658', '593', '467', False)
('7448475488823120', '0869', '910', '158', False)
('736501771464110', '6124', '153', '727', False)
('925921343279038192', '1791', '134', '851', False)
('480984763492325219', '0833', '921', '840', True)
('324229216461131', '0651', '843', '102', True)
('37107232542576296', '0843', '825', '238', False)
('3009730359799', '1131', '581', '043', False)
('8366798362593', '0963', '245', '290', True)
('5713819554337596605', '0845', '164', '687', True)
('8466193379238243109', '1056', '506', '736', False)
('2108893089713', '0978', '279', '570', True)
('23041977890869', '0275', '219', '803', True)
('082689853602333', '5799', '282', '522', False)
('4809737018581204015', '8073', '927', '340', False)
('24472877880714384', '0763', '560', '043', False)
('515282385420216443', '0861', '678', '959', False)
('9071138817935987', '0938', '809', '969', True)
('219157468299668067', '1051', '559', '185', True)
('43492307973592', '1156', '713', '691', False)
('0043057128981338', '0241', '485', '551', True)
('311102410669523218', '0893', '480', '115', True)
('6791796739025', '0441', '865', '207', True)
('8248677849854758108', '0355', '919', '606', True)
('3207885682460284931', '6738', '937', '477', False)
('5583025956350', '0453', '893', '431', True)
('177422240628332', '0479', '778', '099', True)
('0174184750345532', '1053', '600', '426', False)
('76982628050831', '0698', '100', '579', False)
('6302464482318', '7041', '099', '031', False)
('3612905685559568715', '1293', '162', '620', True)
('8659161035048503607', '0294', '229', '425', True)
('9648516091450738', '0133', '973', '046', True)
('7976351314319', '0630', '876', '626', True)
('429867407841503', '0381', '575', '994', False)
('180460025533998', '0597', '451', '658', False)
('7099876439369668062', '1071', '490', '941', True)
('36425235537609', '0665', '732', '979', False)
('2411771650068497564', '0740', '997', '774', False)
('7640475282010', '1155', '384', '415', False)
('2428860844834306', '1078', '448', '980', False)
('6231265072451815', '1095', '290', '402', True)
('44148683830043109', '9632', '093', '742', False)
('6955117843712', '0133', '727', '105', False)
('916620608304505', '4149', '166', '860', False)
('152873637107936850', '3942', '099', '425', False)
('08311707721969985', '0192', '127', '069', True)
('6595581606798', '1488', '461', '173', False)
('2209311152760482198', '0963', '890', '288', True)
('532214767727430173', '0547', '860', '380', False)
('443821102102773', '0844', '628', '613', False)
('6226112293746', '1098', '399', '759', True)
('8640511500055', '0932', '977', '668', False)
('0681810841567237726', '0861', '897', '370', True)
('4200555673978047688', '0987', '532', '856', False)
('8173657381490672', '4675', '895', '030', False)
('14433454386266', '0945', '276', '659', True)
('380821468623105006', '1156', '350', '574', True)
('8196873071081500175', '0859', '750', '506', False)
('039667230196750785', '0898', '941', '709', False)
('7604988224200127862', '0429', '659', '161', True)
('300696656696513490', '0872', '811', '465', False)
('58645895786721201', '0685', '198', '490', False)
('019413204214401', '0857', '535', '026', True)
('1843949314365', '0441', '494', '429', True)
('907879903378199', '0484', '658', '415', True)
('59157693117268572', '0178', '332', '939', True)
('71358220711239387', '1239', '737', '696', True)
('7875655984183', '1293', '929', '089', False)
('1396627475958979843', '1072', '474', '290', False)
('6445416474730585', '0888', '124', '027', True)
('36432012291596523', '0398', '197', '251', True)
('3315335882457', '1056', '247', '619', False)
('87486503841410', '0846', '098', '348', True)
('06850239949886776', '0276', '477', '273', True)
('4319460217467830', '1077', '777', '903', True)
('00076121513032931', '0682', '358', '594', True)
('2810426475265409602', '0348', '524', '336', False)
('364068510391500656', '0192', '554', '512', True)
('0060341642864313', '0287', '657', '691', True)
('929945078852401', '0150', '490', '212', True)
('75505808343863898', '1040', '818', '420', False)
('03219899840874032', '0870', '186', '160', True)
('27576117065278687', '1296', '088', '719', False)
('24675932497440', '8238', '059', '722', False)
('7730482413696702130', '1169', '036', '826', True)
('84025349577193', '0771', '812', '449', True)
('25996385550162505', '0790', '270', '725', False)
('16511134403472697', '0735', '031', '916', False)
('9233808962836909336', '0527', '971', '179', False)
('6610748204604', '1089', '519', '815', False)
('59830220441232', '0461', '428', '375', True)
('40960507990499442', '0428', '758', '942', True)
('3838627933416097686', '0128', '679', '747', True)
('887610354845762', '0329', '431', '449', False)
('60539191897435211', '8358', '576', '967', False)
('9959812311035828', '0579', '226', '280', True)
('5260441679993345', '0280', '283', '141', True)
('41732279846777', '0243', '321', '718', False)
('28358440442239312', '0588', '299', '492', True)
('0525957247950684049', '0882', '670', '135', True)
('241093028153937619', '0352', '144', '292', True)
('11698049902446', '1191', '069', '466', True)
('7150976894804', '0628', '979', '832', True)
('294513666911868666', '0195', '829', '793', False)
('4155621950250', '0936', '513', '161', False)
('0067307007640591', '0787', '775', '477', True)
('452663222949719', '4911', '122', '211', False)
('782385327260633', '4478', '516', '776', False)
('736108501289319318', '0946', '477', '000', False)
('240614822753719', '0462', '843', '968', True)
('10318202279149247', '1031', '945', '343', True)
('801329570927219', '0391', '472', '718', False)
('87549661220405322', '0158', '044', '588', True)
('7890414191418', '1063', '217', '947', True)
('8172873810187', '0374', '150', '815', True)
('73653714819956692', '0188', '703', '213', False)
('1852751241719184925', '0863', '587', '740', True)
('812427017431266', '0926', '374', '263', True)
('280256711289664949', '1178', '944', '697', True)
('6044418624629365', '3675', '867', '390', False)
('37929573921506', '0537', '815', '456', True)
('0653400341120774', '0192', '688', '157', True)
('64130759403719867', '2372', '414', '526', False)
('172840797035407354', '0195', '612', '344', True)
('2822427014652405', '1294', '921', '350', False)
('421023726559837357', '0769', '987', '689', False)
('3802262017409', '1045', '024', '318', True)
('7328913545045688', '0156', '267', '422', True)
('32057665151948382', '4125', '167', '294', False)
('416328783949288967', '1074', '204', '685', True)
('5369864892365073740', '0970', '226', '643', True)
('9661206474801747', '1037', '701', '800', False)
('874165370281013942', '0781', '548', '905', False)
('93699921159519329', '1036', '813', '113', False)
('9625799609275206513', '1228', '674', '643', False)
('94049107726267239', '0533', '012', '709', True)
('2666697120299', '1032', '458', '234', True)
('1783853082424119929', '0958', '350', '389', True)
('4431119187772040', '0355', '984', '823', True)
('2458802906833537539', '0481', '504', '667', True)
('59181902715819128', '0973', '357', '498', True)
('30135192483979225', '0629', '691', '789', True)
('7885849067256', '0867', '048', '639', False)
('665240908979329', '0275', '708', '774', True)
('7085654589549077', '0932', '913', '909', True)
('199577279843581243', '0743', '336', '232', True)
('691173530131241', '0679', '106', '558', False)
('4301338275868', '1236', '912', '177', True)
('9554485787317694175', '0764', '258', '341', True)
('7389072894413', '0851', '215', '364', False)
('936641188932867', '0526', '902', '864', True)
('57241407127495048', '0773', '977', '847', True)
('5083245176294031', '0940', '857', '206', False)
('17027588329023', '0650', '732', '726', True)
('603320003133767499', '0285', '608', '056', False)
('14931938303070', '1269', '884', '956', False)
('486192050362415', '1267', '333', '575', True)
('529458879268273', '1087', '478', '225', False)
('763257355852929521', '0241', '610', '911', True)
('79738303254156', '0644', '993', '740', False)
('3397371209206', '0728', '175', '605', False)
('0987232722015', '1050', '757', '861', True)
('684679340322013930', '5411', '937', '258', False)
('3159266596826628', '0694', '673', '789', True)
('62638639621010250', '1193', '329', '707', True)
('12291378065107', '1175', '317', '203', True)
('4177010963934', '4883', '806', '190', False)
('70546570419973439', '0798', '769', '600', False)
('54850279895968', '0936', '204', '540', True)
('21706552812668', '3826', '026', '754', False)
('7276808140807254', '0243', '944', '136', False)
('66684020853067', '1249', '361', '363', False)
('3706102301388348466', '1153', '645', '266', True)
('75948101501807', '0129', '261', '317', True)
('7296664159206516', '0940', '285', '212', True)
('034466610783600', '0228', '767', '082', True)
('04865376976850', '8976', '561', '685', False)
('6758040320261483961', '1050', '573', '719', True)
('00406241445609', '0547', '800', '835', True)
('628515190203959', '0946', '638', '584', True)
('15654052364312403', '0532', '133', '885', False)
('4696210908225281568', '0393', '018', '251', True)
('4878498999635920', '8319', '663', '304', False)
('13219626927025', '0726', '847', '101', False)
('808733189350176', '0558', '017', '365', True)
('0656724684765', '4946', '938', '185', False)
('200628987813680580', '0451', '303', '576', True)
('9638755242871610542', '0587', '391', '931', True)
('4183499281936833197', '8457', '384', '328', False)
('985964565643893', '0696', '906', '044', False)
('100391142654109839', '0695', '528', '598', True)
('2245086674586', '0878', '743', '513', True)
('721369671349465983', '1048', '661', '079', True)
('4836674179452321466', '0880', '459', '740', True)
('95336889454382087', '0580', '933', '392', True)
('13209504845722936', '8826', '426', '816', False)
('3872739480398585951', '0589', '817', '842', False)
('2119033605219', '2430', '180', '106', False)
('75835405407254', '6597', '253', '975', False)
('88427958909255191', '2245', '563', '855', False)
('97469840803895', '0129', '170', '971', False)
('3957482428795402', '0278', '236', '792', False)
('0928934267980718540', '0558', '563', '119', False)
('044748283468736746', '0168', '197', '961', False)
('44297984780478', '1273', '524', '164', True)
('794484927328771412', '1504', '118', '059', False)
('7780083334196456696', '0663', '786', '208', False)
('00098142353604104', '0181', '220', '288', True)
('849863308491675', '1057', '382', '607', False)
('7304528120499770178', '0547', '661', '139', False)
('7522938286023', '0135', '703', '543', False)
('65163682985245', '0394', '815', '803', False)
('2851050514791012', '0335', '242', '168', True)
('6701275821231848429', '1131', '957', '125', True)
('8963118520031', '4870', '568', '251', False)
('0379061376231747', '0190', '225', '420', False)
('936546842306745606', '1282', '588', '979', False)
('27503960523191', '0754', '595', '649', False)
('90207271778450', '0664', '028', '654', False)
('49126741738291413', '0475', '587', '796', True)
('67148718152173', '0947', '844', '385', False)
('8528651596554853698', '0289', '423', '431', True)
('9123421218927', '1096', '275', '384', True)
('4127756541212', '3773', '098', '658', False)
('1475621045219497', '0559', '409', '599', True)
('7393214594578383198', '0750', '639', '821', True)
('44603566105341', '3204', '445', '337', False)
('9616001468192435', '1139', '167', '960', True)
('27441323087788', '0454', '691', '454', False)
('530280543471699', '1242', '183', '789', True)
('5988585866334142', '1176', '093', '969', True)
('89823376102256', '4460', '449', '945', False)
('92727640257541283', '1078', '596', '161', False)
('948823743930081476', '0728', '107', '293', True)
('0888246002032', '9108', '380', '576', False)
('2050077743238', '0564', '550', '103', True)
('6616432779443158260', '1336', '395', '437', False)
('21922557179128299', '0194', '054', '462', False)
('9735573679357998103', '0665', '151', '549', True)
('0509433895563574', '0230', '943', '880', True)
('666151229799236393', '0798', '659', '394', True)
('6642214685533117', '0345', '238', '771', False)
('0801029020965596', '0562', '701', '874', True)
('0430832597195', '0140', '448', '805', False)
('35039458932206', '0479', '609', '735', False)
('1138295865345564', '5077', '553', '515', False)
('042721344929722983', '1042', '205', '305', True)
('37533707713639', '1144', '736', '257', True)
('745881450211510814', '0840', '535', '471', True)
('17990708561728', '0852', '278', '862', True)
('04159086368189163', '0963', '470', '702', True)
('8269174280847775', '0791', '248', '569', False)
('7695509253837', '0279', '444', '478', True)
('9338771131627853', '0361', '498', '193', False)
('505296572455876747', '1257', '263', '064', False)
('2830215484076753', '1257', '660', '155', True)
('5084633119646540023', '1260', '985', '270', False)
('51125153151478038', '0563', '971', '269', False)
('8155809246204', '1084', '241', '562', False)
('69094908676001', '0387', '833', '846', True)
('4345018041877505650', '0364', '836', '394', False)
('303462386888750', '1131', '547', '814', True)
('698204329711706968', '0437', '749', '590', False)
('8356472960210718', '0698', '143', '836', True)
('1575976006221', '1286', '378', '199', False)
('7954838479356689', '0727', '628', '918', True)
('1190743452332185', '1029', '745', '173', True)
('92170033279965364', '0475', '632', '765', False)
('67103414836923850', '1055', '297', '347', False)
('41382341227166', '0929', '256', '044', True)
('85236587801424915', '4685', '537', '788', False)
('5436738898269331762', '1026', '864', '597', True)
('74173378431163282', '0139', '974', '435', False)
('4607786967669295', '0589', '343', '817', False)
('36396346355248280', '1292', '936', '143', True)
('1767229584054716957', '1095', '593', '029', False)
('2899184139593', '1066', '036', '053', True)
('7469330106386', '0333', '503', '686', True)
('2949545596967350', '0599', '920', '249', True)
('8585624828625180676', '0545', '289', '602', True)
('662469471519793065', '2188', '909', '601', False)
('589777878217168220', '6156', '225', '925', False)
('39435741924938973', '0977', '006', '188', False)
('41199097153659603', '0527', '654', '874', True)
('88706284241838533', '0887', '490', '536', False)
('593592589478812688', '1069', '611', '033', True)
('53532890336290309', '0869', '338', '585', True)
('92509693689725005', '0654', '211', '668', True)
('24033935473499', '0953', '406', '250', True)
('59348466635899727', '0428', '166', '197', False)
('1608175040517', '0689', '815', '913', True)
('60328873684852592', '0425', '655', '684', True)
('62220431852790709', '3094', '305', '597', False)
('9548502412470', '0456', '921', '962', True)
('3488695685687875', '1285', '949', '453', True)
('477805662515472730', '0244', '733', '341', True)
('5824054913527883', '0140', '259', '610', False)
('9544443416362016', '2338', '077', '761', False)
('2324895884122315945', '0235', '852', '625', True)
('49819833505588121', '1031', '152', '803', True)
('440157495476130712', '1248', '867', '320', False)
('3268545732072783400', '0528', '279', '620', True)
('991183586062189', '0630', '410', '522', True)
('206580685426390', '0560', '283', '929', True)
('454552468279972', '0934', '478', '102', False)
('1346526895103', '2495', '459', '124', False)
('4224369274860049', '0859', '645', '685', False)
('198546942103423352', '0735', '675', '845', False)
('45342116623763', '0827', '963', '527', False)
('79892144532443', '0335', '689', '108', False)
('7280126369260620280', '1362', '986', '257', False)
('1175382086913430', '6295', '719', '366', False)
('41387901729080995', '1188', '835', '971', False)
('3057879173158', '0672', '787', '380', True)
('972598675431072112', '0847', '462', '584', True)
('282603218091687759', '0492', '916', '753', False)
('86645955738306', '0438', '955', '873', True)
('9621673967489', '0346', '830', '641', False)
('42782474911842', '1183', '191', '080', False)
('5801811342200535558', '1241', '257', '733', True)
('79304390567503', '0469', '814', '205', False)
('98331286876706903', '0133', '253', '964', True)
('7262810173779213721', '1185', '545', '435', False)
('496715467965079', '1171', '474', '141', True)
('84622004921813', '0656', '690', '193', True)
('580450627343721', '6093', '545', '954', False)
('9432672035066', '0879', '483', '596', True)
('936502374764176134', '0694', '413', '200', True)
('40273641089230715', '1247', '721', '891', True)
('43210243135823', '0328', '590', '022', True)
('4433497801968', '0153', '303', '554', False)
('2954281111446932304', '1550', '613', '930', False)
('0476775059362557697', '0171', '306', '589', False)
('365349604648508030', '5951', '846', '205', False)
('9439457741734815739', '0287', '398', '046', True)
('37034369371020299', '5887', '918', '906', False)
('46335791736245872', '0274', '517', '016', True)
('71088209408383', '0680', '800', '953', True)
('09075669793570261', '4729', '995', '977', False)
('296484640142250432', '9814', '853', '606', False)
('81665577404082', '1186', '811', '168', True)
('91648362440320119', '0772', '642', '074', False)
('4821922617340', '1163', '259', '907', True)
('4749144639594328', '0254', '053', '122', True)
('09512290991269902', '0458', '500', '994', True)
('6418314864644', '4475', '312', '199', False)
('53303239575313', '0152', '247', '177', True)
('6411331009049213055', '0358', '672', '354', False)
('7135159639068', '7489', '980', '992', False)
('7098775202564766', '0299', '895', '871', True)
('0887005319884', '0253', '197', '176', True)
('13420628100914', '0383', '825', '909', False)
('158702148773634', '0954', '734', '561', True)
('37074209285339', '6862', '003', '024', False)
('67724809367548', '1253', '491', '094', True)
('08121388743185', '1143', '368', '868', False)
('401028141379562655', '0282', '062', '209', True)
('6608888270644009', '4026', '666', '123', False)
('8911885613088445457', '0854', '174', '193', True)
('856659652111632', '3830', '884', '504', False)
('378528637845995', '0889', '720', '383', True)
('2886439464959126', '0670', '890', '534', True)
('0121486308533', '0751', '818', '881', True)
('9574837169118298', '0533', '145', '596', True)
('640188415281699', '1467', '204', '970', False)
('089073805330455756', '0468', '011', '040', True)
('028280031198464', '0777', '987', '523', True)
('327599711773222274', '0238', '576', '375', True)
('78730045996467849', '1071', '067', '531', False)
('7814574247403706575', '0669', '262', '384', True)
('5388048530989464437', '0461', '933', '340', True)
('2962089713852909275', '0759', '327', '668', False)
('5815950078069529073', '0166', '003', '418', True)
('981351562050443', '4486', '522', '912', False)
('654815123932832', '1261', '094', '224', True)
('3882457348222747700', '0963', '873', '668', False)
('7158910433561342016', '0267', '883', '135', True)
('0147704271842708914', '0446', '441', '997', True)
('4158812180808966', '1199', '398', '465', False)
('0006130809170458', '0526', '613', '291', True)
('3775823975305006', '0150', '049', '345', True)
('53116293255625395', '1298', '834', '683', True)
('754262782112337504', '0862', '783', '351', True)
('7602238997667376', '1066', '854', '857', False)
('8017799998221437', '9527', '271', '932', False)
('0870847988014762768', '0171', '688', '434', True)
('15149096851561293', '0787', '049', '822', False)
('282075905242294803', '9933', '104', '253', False)
('365744494913684513', '0971', '679', '039', False)
('310380233373415', '0831', '676', '267', True)
('350524494046008836', '0276', '459', '616', False)
('7964566546114620717', '0328', '375', '430', True)
('0399526932182275', '1288', '905', '263', False)
('5824405126407585621', '0829', '013', '190', True)
('38097200623603', '1248', '227', '240', False)
('36327232418543624', '0768', '365', '414', False)
('052756041113738299', '8648', '645', '585', False)
('1790371301131', '0925', '348', '858', True)
('1773463383111940798', '6403', '038', '565', False)
('684377928283299', '0268', '775', '532', False)
('392867084019734', '0982', '726', '094', False)
('039266721043125', '1276', '056', '010', True)
('575909933709412246', '0159', '552', '140', True)
('582494011177582', '0341', '587', '502', True)
('7248250383261680866', '1043', '848', '884', False)
('8979569761676689539', '0498', '925', '550', True)
('67090974237633395', '0733', '408', '887', False)
('48213281905151708', '4938', '725', '317', False)
('459097446267454', '1182', '353', '478', False)
('077968994612543', '0342', '732', '930', True)
('3511182727850039885', '1261', '078', '672', True)
('9549663992994923996', '0946', '049', '132', True)
('59862498780496', '0430', '129', '791', True)
('230192248047082504', '1139', '416', '094', True)
('489948148842669', '1147', '344', '264', False)
('10346241139620', '9645', '759', '105', False)
('963193493225369', '0244', '390', '659', True)
('767780480892686746', '3353', '497', '472', False)
('1784994985502427659', '2756', '321', '355', False)
('054903983602179709', '1126', '613', '079', False)
('015730888667164', '0399', '136', '115', True)
('11702687830354', '0935', '801', '587', False)
('3904728171646', '0139', '806', '853', True)
('339024846923827', '1042', '799', '267', False)
('2599220582281', '0991', '745', '454', True)
('5517183070432987600', '1067', '677', '556', True)
('14255722506925009', '1064', '680', '647', True)
('9113152764144', '0928', '634', '063', False)
('716138717122231', '1138', '035', '374', True)
('714513378423577', '0963', '049', '579', True)
('7955574174685911', '6456', '388', '572', False)
('683669079914142699', '0934', '119', '019', True)
('03674683442874', '0253', '411', '753', True)
('5197700846495', '1283', '940', '515', True)
('5553669605441', '1074', '425', '920', False)
('48299122188485446', '0446', '758', '062', True)
('04980915669807', '0192', '107', '212', False)
('7059447835005599575', '0774', '816', '516', True)
('750859659239221', '0928', '625', '753', False)
('300771435024873878', '0492', '758', '308', True)
('2566930899766802', '0463', '734', '684', False)
('49827875787268', '1232', '134', '345', False)
('85103710638799644', '0486', '323', '766', True)
('842310445533792', '0286', '626', '167', True)
('5257008131212040402', '0583', '624', '077', False)
('817040579667393856', '0328', '604', '610', True)
('564975911423196595', '0726', '264', '029', True)
('0688911323830783', '1279', '505', '414', False)
('08794976603405105', '0234', '759', '718', False)
('43620132790456', '1084', '087', '471', False)
('969550942323521701', '0885', '847', '865', False)
('02295735300083', '1239', '400', '857', True)
('88131730300768222', '0537', '217', '615', False)
('1144161797908960827', '1140', '907', '145', True)
('954206818810896', '1038', '946', '548', True)
('0803472631834', '0983', '292', '800', True)
('1661633021739343', '0261', '976', '265', False)
('251374062703749058', '0527', '282', '920', True)
('4707217561865', '0459', '805', '662', True)
('087691270260016068', '0361', '837', '678', True)
('93184129982948', '0198', '241', '313', False)
('4218997667757', '5077', '284', '735', False)
('0963170504493999910', '4965', '913', '300', False)
('4345051082650188049', '0294', '289', '014', False)
('79383002414668704', '0399', '664', '935', True)
('709651236613068541', '0273', '411', '387', False)
('8661120201703', '0345', '652', '758', True)
('02550922315793', '6674', '857', '923', False)
('61418242205722', '0644', '390', '233', True)
('64878278959882777', '6748', '119', '734', False)
('1365915591974251827', '0277', '476', '709', True)
('0272855817153646060', '0854', '228', '381', True)
('65236798960115291', '4741', '476', '102', False)
('760190786480094', '0633', '654', '072', False)
('7377969549703', '0930', '144', '400', True)
('4207379660590164886', '9080', '370', '780', False)
('9744631625689102551', '1179', '745', '986', True)
('3072866109536160', '1259', '596', '088', False)
('0403542259852691', '0574', '826', '717', True)
('3316194808904783346', '0658', '458', '270', False)
('40476407286173701', '0868', '216', '887', True)
('7343961510226', '0930', '213', '203', False)
('9172115870321502847', '0464', '123', '909', False)
('4475125621854', '0569', '845', '923', True)
('8082984774158', '0858', '153', '982', True)
('3031521418380510400', '0951', '814', '044', True)
('4972899095087137', '0188', '055', '926', False)
('0847966649307', '0237', '709', '211', False)
('64323178551850407', '0355', '520', '172', True)
('263127666237253', '0757', '177', '845', True)
('6273797193166', '1140', '990', '541', False)
('897988172068522', '3962', '790', '736', False)
('3812265131535389413', '8966', '906', '076', False)
('2806471917497708', '0489', '531', '449', True)
('63112843854390628', '1250', '733', '846', True)
('8413685214378', '0262', '930', '371', True)
('7808841306143918640', '0533', '224', '160', False)
('679370584700246', '0490', '874', '874', True)
('73946240613709', '0244', '514', '793', False)
('8744314416400', '9354', '669', '127', False)
('63304404008144610', '0787', '868', '899', False)
