('811290390608389882', True)
('5799424647493333', True)
('549952612527705', False)
('3999909185615323707', False)
('8226112156952490975', True)
('48404700678686110', True)
('158607522146751827', True)
('3240471236309735', False)
('70318233838340740', True)
('86745342402847540', True)
('55182493375751279', True)
('591730760491823260', True)
('034758894834889106', False)
('552153416267556', True)
('479926957368135', True)
('79940441765162873', True)
('4219665925262247', True)
('2341493798191524098', True)
('3654420547839509', True)
('893367952900992', False)
('6482530633130083', True)
('2901853166374478', False)
('0099686575582', False)
('5190276740050971', False)
('7751074747176813572', True)
('594114709013586', False)
('101313898797363046', True)
('5963383019114044', False)
('6768145758572673', False)
('554670522747555', False)
('49745359645951267', True)
('04783765512965966', False)
('686780225872042200', False)
('03512838910918', True)
('106386239875160', True)
('51968284720006', True)
('375071161122070', False)
('24173875787480', True)
('7314201491102661', False)
('104781481171437137', True)
('795861759525209', False)
('1403460445048154392', True)
('0044496219022165', False)
('4751162661047082756', False)
('77094296490970521', True)
('834549854093141', True)
('05501180196671971', True)
('28141326303664080', False)
('520923734227790', True)
('93059140239265860', True)
('1674144656036596', False)
('5552720658280', False)
('35830360705643', False)
('0564337944677081', True)
('34831972667909', False)
('69934179668615766', True)
('20441039292396200', True)
('2459222401748167', False)
('8911587456796892', True)
('7665276936310867515', True)
('8698987878900', True)
('522066542426077', True)
('1778096928308259024', True)
('28896362961053', True)
('23193198498145516', False)
('42839475950561962', True)
('8375321320236634285', True)
('476772095296753153', True)
('0527522275781141', False)
('256977037577525', True)
('59813780892611757', True)
('08923087437286', False)
('809755520706412200', True)
('666935319626473393', False)
('2596917114175726245', False)
('10519053877222937', False)
('025448547030116781', False)
('018826437388901', False)
('309991228152983949', False)
('76233300551807', True)
('7215511715967004690', False)
('94854821039382', True)
('0553317535547', False)
('0736117834085832', False)
('9428287289121293', True)
('1471107791388516', True)
('821101301401838924', True)
('5571166987680128', False)
('0075127482852429588', True)
('471325170494729', False)
('222167883737435691', False)
('78287691290449', False)
('33148277122281623', False)
('225819599825488', True)
('1760453530541423', True)
('49232687154581012', True)
('1167656703111825370', True)
('6200389929956169', False)
('9477905321858', True)
('3159220480208153', True)
('7720364736009501', False)
('5816384794826', False)
('39523176787246', False)
('543621012132327', False)
('864611763620969', True)
('267140233414389745', False)
('1637136764519685834', True)
('3957915077513', True)
('784163189015108', False)
('9735204190372624', True)
('6325009129474', True)
('3559855583799066751', True)
('7298111350859', True)
('592127852211288', False)
('35283306494666642', True)
('5867822353143736', False)
('4497494775838201485', False)
('23272030747321', True)
('269984179374971', False)
('59053439943548', False)
('04989382782809999', True)
('6820083350230035499', True)
('2014651912018', False)
('5503516440806024751', False)
('0425880033810187', True)
('929118219179906131', True)
('666377142672188409', True)
('923794841348867', True)
('1919083510446', False)
('86767226449172771', False)
('985495175522466964', True)
('0819653576150', True)
('579078011827281', True)
('17816106040811591', True)
('8044272278292988', True)
('00151955366833434', True)
('024262382357141', True)
('34413536845985228', True)
('990338786693560', False)
('0200574743483952', True)
('3166221684640029732', True)
('086125256516955777', True)
('5155577654110514506', False)
('1457900578375', False)
('732645831413825', False)
('48597052582177100', True)
('8378389111641', False)
('671440572826097499', False)
('51737488862642717', False)
('9294028410330', True)
('6847095996029728', False)
('05423697065986532', True)
('04653235811913577', True)
('6041104782606154520', True)
('969339343462560469', True)
('0181410317175', False)
('056085283834821029', True)
('275753810747082898', False)
('195655625128334638', False)
('991641224605022012', True)
('5350160996796322567', False)
('0770365390140163', True)
('8286907509928', True)
('550598203182461', True)
('01544556391155', True)
('680643937046698036', False)
('63089300224083', False)
('4564480721274334', False)
('690045739927908408', False)
('838827868271580', True)
('45232722827553', True)
('4720953668988331', False)
('470127059379758138', True)
('54389607030923', False)
('1222985037802', False)
('43951241816258', True)
('1505067596756', True)
('5494608994978362671', True)
('004355874279320', True)
('8324846901742393', False)
('32968715980052414', False)
('1022546979215', True)
('0722651335035', False)
('7731362780663', True)
('081634219595038', False)
('60942763847811', False)
('14122928178215', True)
('771362327129616236', True)
('449817690484134499', True)
('52791181633998408', True)
('537702586979008398', False)
('76256898893778', True)
('8112785826442', True)
('405402169364301695', True)
('302611149327773392', True)
('455688299119023169', True)
('001822482211305796', False)
('78471478958606', True)
('31050097155137', False)
('52993748344721584', False)
('50298314569159677', True)
('547613143334704', True)
('10184660816849952', True)
('947276225303397', False)
('943938780832961', False)
('846908542058348863', False)
('2143707740949322211', False)
('149283100405798', False)
('2567792542878346', True)
('87076577219872', False)
('9546368821391797', False)
('26976989430898', True)
('912113914704968', True)
('647519137065460', False)
('0389500213357', True)
('6037056120376732', False)
('85848839232498186', False)
('553363869951077', False)
('270780781444161', True)
('229062238967490331', True)
('3626453944870627161', False)
('46994441692733511', False)
('836145991225817', True)
('6305847587548984475', True)
('8028207754777177', False)
('38686554970949', False)
('62310652920576470', False)
('7919981623299449', True)
('90915164874422', False)
('63732894538331', True)
('2854741237554953', False)
('733150896167530', False)
('8212295865689403', False)
('86977224844313712', False)
('747224631235419', False)
('74891842765573029', False)
('13372135360376', False)
('55172180052780', True)
('8805442008193', True)
('8735570906259332279', True)
('1673539422071640352', True)
('0136118847257281', True)
('674669887848905026', False)
('50822324911417', False)
('779524701141937', True)
('6501126910377484753', True)
('76988773042861', True)
('95106090626285', False)
('5363349126917039', False)
('3649652689747', True)
('7744404485846331858', False)
('21085484962143', False)
('0627578327786040', True)
('4686495834768801', True)
('6670731770687910818', False)
('3668884319025858', True)
('17290903750220', False)
('52711911934628396', False)
('75047589229135867', True)
('388045944554577556', False)
('06758958849375878', True)
('111135208929752', True)
('8791884148227801739', True)
('438121115014891487', False)
('48840395934428', True)
('68779726499187', True)
('6552950776991', True)
('151118197639216088', False)
('92679534839323339', True)
('566845799159672', True)
('2691490872292552336', False)
('6013648890410903', False)
('3787264781066748281', True)
('8290787450441908154', False)
('6970070578651', False)
('5657177707882115', True)
('876087099227782', False)
('0328634048803', False)
('04530681046834931', False)
('63603064217438', False)
('8136417981937207951', True)
('309799104668236', True)
('0763161275058698', False)
('11087370148730', False)
('96330243302505438', True)
('94890716962624562', True)
('87344737716918823', False)
('43260650783326', True)
('85966236282687', False)
('41921757077555', True)
('525432141829199', False)
('929174289329706468', True)
('56272859071684877', False)
('07744197754936', False)
('329128017233267438', True)
('8884262155312656154', False)
('7613575048462779', False)
('8640891946761', True)
('553460164097864', False)
('4108153091175133', True)
('00590875038713', True)
('458743797149780', True)
('18923646910821', False)
('8692761659383823745', False)
('913641218546147163', False)
('0962608884423525140', False)
('0228236406105045', False)
('67745519545024', False)
('746138235022073402', False)
('862717691370395', True)
('29805305626079908', True)
('18549462551207', True)
('19928786014239274', True)
('88833010358462', True)
('8337021541389535', False)
('9330080753952084076', False)
('1706364505777', True)
('2554874819236781332', True)
('19997675431668', True)
('2905383659057149203', True)
('42417698117200964', True)
('363053347399388', False)
('5080400568109651009', True)
('6162813205548126790', False)
('28245395645061', False)
('697328545416186', False)
('520079828477817248', False)
('919240882205008396', False)
('9297631690865493', True)
('447536684150900121', False)
('8636143484668', True)
('08916049440598863', True)
('846349718917478', False)
('53315608489306', False)
('3822556253736275576', True)
('972527749464835', False)
('49528261187518434', True)
('71976417097560', True)
('94014768790311889', True)
('945253844973793384', False)
('4557304945735329256', False)
('2564816396266358', False)
('566755234556624', True)
('2881950366243000', False)
('35666362771651507', True)
('91552241721935', False)
('305430833081284942', True)
('318364342604813', True)
('4270345549027849', True)
('65794887826378', False)
('68746519630194343', False)
('56549142563998704', False)
('927071326519611401', True)
('358539250493511219', True)
('3136348195962448', False)
('57864542795589', False)
('7555175356011167', False)
('481803464628372848', False)
('162815857286491', True)
('2808192653612288', False)
('62639928784651', False)
('469621959271682', False)
('731987303045359325', True)
('653224458130247980', False)
('73023987378308', False)
('62795896781534466', False)
('9160697013816657005', True)
('107899431833054384', False)
('096071594400495689', False)
('7008059018345713', False)
('6474841086862', True)
('40206251313798156', False)
('2025840466788', True)
('367123363924447', False)
('01998877082341', True)
('5070201750732081042', True)
('7290746365909', False)
('9147946106131906', False)
('7629291003052946465', True)
('2924166000188100', True)
('3906453122401', False)
('9690744356279', False)
('2540061406975859', True)
('18628633056699343', True)
('8658933686184135064', True)
('7419851800693', False)
('4541331436740926881', True)
('156572777716960', False)
('897881683470750', True)
('261339909260983186', False)
('9728935111594090013', True)
('1419918623802065676', False)
('021977815197658509', True)
('7065398675899822', True)
('6697142817325800814', False)
('31847959811351054', True)
('194687609611587', True)
('74067337121315742', True)
('7709138034957134722', True)
('08844314670897', True)
('514411319627580423', False)
('66073111385140', False)
('9657763900007675', False)
('578682851083961', True)
('766950025805424', False)
('915289379728168716', False)
('76007921435602', True)
('36635388713789283', False)
('9485673172823166217', True)
('4620034693227', True)
('9015191105311049634', True)
('605387120689567', False)
('90888061182452110', True)
('7817417217719446', False)
('0483373225629341', True)
('25559899321471', True)
('7874665454877182', False)
('00378808051288', True)
('9964391407648', True)
('6570333506059106', True)
('1470090906378', False)
('4308961596999', True)
('803972981819252', True)
('227314660295835', True)
('7421559428367701', True)
('92503287316446345', False)
('442277722464351', False)
('90597276540537', True)
('025127474037027', False)
('48577493009021667', False)
('503231123207840', False)
('4342918842097851181', False)
('562446689109895', True)
('4216717679644774', True)
('976777577237533', True)
('3523520251990327155', True)
('791636142485442525', True)
('7362594991884', False)
('55493505385259664', True)
('041422526001653', True)
('6117751392537', False)
('458273347029092', False)
('18613527157614', True)
('4099498022668161028', False)
('72390373373446', False)
('965916564354571', False)
('71499410763868767', True)
('2713273759904020002', False)
('422919904424461431', True)
('5254872009785860', True)
('574135081618605', True)
('60593664119623924', True)
('2183445905596831', True)
('1154874271475', False)
('340741639709292', True)
('6822735614946097', True)
('0320317996728714', True)
('821753197997282', True)
('2812727563728074999', False)
('76916702050465', False)
('4892964672862418601', True)
('361945448202229089', False)
('37758240875221226', True)
('08178643441873631', False)
('7627221660572769', True)
('7202395653608', True)
('8902851169051', False)
('1050407209324167840', True)
('2458736761722190', True)
('688464259039895076', True)
('485968161719824727', True)
('00674502832340', False)
('8716782884228486977', True)
('402470532883469042', False)
('618653699511336792', True)
('72294456293770', False)
('542088733692302641', False)
('3521171652990261', False)
('4904759405896895', False)
('7252450384742166', False)
('10480109744559', True)
('908200286116487', True)
('006414444497801', False)
('450613778600561820', False)
('8908850195742055', True)
('541714600995031', True)
('3816823804747072722', True)
('1701373511026473303', False)
('81271945484755', False)
('234351767825760', False)
('42873268144433', True)
('492140247597148425', False)
('6840399927552288', True)
('8514339773047', False)
('36228256493417081', False)
('8622855261135907', False)
('3419563964992', False)
('1938183643748424799', False)
('1147430360993901939', True)
('1498536788657048581', True)
('603177700311928', True)
('08072410399597', False)
('418149102671512739', True)
('4511762266494136', True)
('8153594928401', False)
('714480394879960', True)
('3936250184555', False)
('47959602408417272', False)
('52494502430038', True)
('100398329014094834', False)
('1994869560255163883', False)
('24481318429427762', False)
('42176289729078617', False)
('6212070225645708', True)
('147037294942701561', True)
('322147501352223', False)
('4532603806181899427', True)
('397798683950429844', True)
('77228549448889', True)
('01519558317000320', False)
('16296237062571', True)
('750951851139564', True)
('480545964362549209', False)
('8257082272819393', False)
('931990534718838499', True)
('2848505723345641', True)
('2848713513601076888', False)
('907337834216911', False)
('6876467989551', True)
('5392647497077703067', True)
('3891338437377378001', True)
('013369099440319', False)
('0023786146769879', False)
('2224940675116837', False)
('3443478474125688530', True)
('4638776864725335', True)
('1461900120410', False)
('04194869552742', False)
('34593533372792756', True)
('02951041356311233', False)
('820219362518841', True)
('3995634149523901', False)
('573726726082577775', True)
('4354778601608933', False)
('048392097813116', False)
('25273881480978', True)
('526286033799874664', False)
('558057722557081', False)
('45639994717742751', True)
('5176623137538134', False)
('9322841969263', True)
('663270846002480', False)
('92748526231392620', True)
('049897498208638', False)
('19667446539766492', True)
('6974499783660', True)
('611161856637740', False)
('703111376666366637', True)
('6516115629250408', True)
('2743413310528', True)
('34640776944868967', True)
('4648706172790', True)
('1504252661990690581', False)
('27667670866214', False)
('8040472131205094', True)
('9882249327807399', False)
('3193152396923363376', True)
('9445699838200908', False)
('95661381937510', False)
('66699095983573', True)
('910175199734926131', False)
('373678192077917', True)
('35399124631636', False)
('3719539860689796', False)
('9108859065361', True)
('4317969474968779', False)
('9609810982099', False)
('0185747193307450072', True)
('2961413691361374950', False)
('00883710456014071', False)
('9663679789129', True)
('53609646663082', False)
('85910332415320', True)
('7480666249500', True)
('5588826105110321', False)
('66428196687794850', False)
('872271202084465', False)
('23609199533396161', True)
('893699264832262188', True)
('982677227458352507', False)
('5025192802292057', False)
('861774742342597305', False)
('324340895040235', True)
('3398123760766', True)
('0955418692416521', False)
('2263232308697207', True)
('09046354251484', True)
('009618559340187', False)
('56018714303041915', True)
('20458842878593', True)
('5161302826308136', True)
('137809881854107147', False)
('947881166154625292', False)
('12488681407314411', True)
('01017451986716045', False)
('6708205772959331025', False)
('053809699173177073', True)
('88824395168402', False)
('014300044584827', True)
('3097657068624353096', True)
('48904610028489', True)
('5093848805884', False)
('232649234182024', False)
('6356815926555', True)
('7574977100338810520', True)
('5353727216424', True)
('80015369369062', True)
('71398519511242', False)
('9720028405091068', True)
('17119734899577', True)
('2611910228982', False)
('56299512344648452', True)
('5108996860741', False)
('231034084629555629', False)
('6467207466622515', False)
('4428481304214040', False)
('9077631409355', True)
('946137827973683747', False)
('35205264019195', False)
('137586052291980', True)
('4738317886717739803', False)
('0868562810453922716', False)
('551892042692593531', False)
('77760230407807309', False)
('6296894315967', True)
('41716989013489672', True)
('1887636276572176847', True)
('3049376281214978864', False)
('7445876467680104678', True)
('1528062776988314', True)
('578866710226001180', False)
('004534760234845', False)
('13778432072408188', True)
('596930551715533', False)
('15890924614727', True)
('9766972720467', False)
('656599300286117734', True)
('3212298872704', True)
('3856781013129634', False)
('4643020726371', True)
('897703714403800', True)
('39998117691653236', True)
('8377626905592504607', True)
('1782948003019964668', False)
('90439722570661', False)
('15018355241630488', True)
('12376104633615', True)
('5877283032003155', False)
('2040939035776776128', True)
('095327805989327', False)
('5380675071200750', False)
('773875125167553881', True)
('307582842884372798', True)
('9721457278375754', True)
('3049993658080513', False)
('8734556895460', True)
('907922121435274', False)
('1134358342984', False)
('0566083529222', True)
('87957025285480742', False)
('773070787371370155', False)
('9000730778080', False)
('670511556902307', True)
('272709120315232707', False)
('301299991386685', False)
('7990949688391010668', False)
('574461585465623', False)
('357751903642878169', False)
('47410824359158', True)
('3161490528403894', False)
('22369043170453574', False)
('126965313793088', False)
('045607727456191428', False)
('1260873176273002916', True)
('0827404237113639', True)
('14438516486806720', False)
('076018303924439746', True)
('3422825429841', True)
('60729496794182', True)
('6295345755104835387', True)
('009135541056294988', False)
('266493882380128464', False)
('471214726343434', False)
('195224866756838894', False)
('7112290038606810773', True)
('237056997810293', True)
('546609059423748', False)
('2470856803100320592', False)
('32796566243692317', True)
('6325979555310', False)
('70348499393385', False)
('4754412842995712176', True)
('20374461254804164', False)
('0329147285889', False)
('861498961887511340', False)
('138885666716526', True)
('4323063245952684', False)
('37008468621965026', False)
('7076157098206', False)
('7803533648329725545', False)
('72319475998927296', False)
('969153612924121539', False)
('467457822282041090', False)
('30715299945373844', False)
('3271552966571974', False)
('993751713865375187', False)
('5888925033758', False)
('1806602042523461', False)
('7475670841979', True)
('20332975023716665', True)
('870346840921267942', False)
('1434154121834', False)
('5345873457651423980', True)
('37505050780464', True)
('4532944706747249836', False)
('20315042723799', True)
('75275841820697', True)
('0417881034540697587', True)
('335942581470399', True)
('77395706727973', False)
('372017805792897734', True)
('19396142078721857', False)
('700286726841990', True)
('6510968056514621006', False)
('4763244107759220', True)
('69222010924080340', True)
('43034051857314', False)
('751628543607441333', False)
('4022691406332983', False)
('523656999087494549', False)
('5004664861496', True)
('163875751879682090', True)
('7147256039207995052', True)
('3202440241390754', False)
('0499810243016078', False)
('093660628005558915', False)
('2461339464085', True)
('34521361400414', False)
('3876933891330211953', False)
('74824681212100', False)
('1705633847743', False)
('8306745394045204336', True)
('806354619858142572', False)
('61754657446808260', True)
('5189050344320', False)
('7320676596856', False)
('925284865385499927', True)
('4619461793948', False)
('11554096530970', True)
('7385225310769024', False)
('2127795811088672', True)
('6263919878329852518', True)
('3709987373312921', True)
('07022246586466748', True)
('7348952417495681892', False)
('703514006836692488', True)
('12477774605287944', True)
('36354297381914215', True)
('858678876997659664', False)
('448825717740211', True)
('7269173395890920900', False)
('11362829720078', True)
('706598896811078766', False)
('275427745865538', False)
('354506380283904643', False)
('48861809466427', False)
('07797454927136938', False)
('92483440171541', True)
('061952980891327', True)
('42787063000626', False)
('7926062836838982468', False)
('1160170195680', False)
('67703392479855314', False)
('33756472869393', True)
('6184263842098476297', False)
('720444107365024', True)
('89996457968230665', False)
('2773293160141682607', True)
('20644996706686', True)
('41053251305304759', True)
('97815891372232', False)
('4416903963697188676', False)
('9252445014598779843', True)
('8960354129760858', False)
('50499415282197964', True)
('1731147198526', False)
('3665489080711802', False)
('12120650653376501', False)
('937053305741446', True)
('40252235699591197', False)
('6550529927236', False)
('85055748133818', False)
('7378656818757', False)
('4432050821694', True)
('2906051356869', False)
('22124703522708', False)
('11531575802825139', True)
('980858408088156', False)
('04719440044049', False)
('664921555926749450', True)
('200274710470207266', True)
('35322228947095521', False)
('0746998036016610', True)
('393159017516005', False)
('7445074719608336', True)
('49871915286931', True)
('127190222607399', True)
('01824323020364', True)
('833011509734156632', True)
('89421290419178166', True)
('3007364450843', False)
('177195434069187328', True)
('43695078875445920', False)
('935935408339072631', False)
('068354278166210', False)
('531228327337137472', True)
('20412188693271515', False)
('7481328370750692094', False)
('975433150898533495', True)
('40206840641331019', True)
('33426280889661722', False)
('0715054490258', True)
('6107551547282179', False)
('703182001381337754', True)
('75873007220967344', False)
('40858772187871', False)
('421011739228164669', False)
('492336624097944202', True)
('718388736230113', True)
('75053842958090048', True)
('179456449173434', False)
('7049919909382', False)
('70179704921540', False)
('3847252663362160518', False)
('80190873599130', False)
('00210269213263137', True)
('190061666419884', False)
('535284426547216', True)
('78365136728708212', False)
('5813289138506', True)
('7395586366376', False)
('14800722785158', True)
('45932912006889506', False)
('499081079966154', True)
('781483916831657', False)
('85257502520913', False)
('463149808958388', True)
('77602508966216', False)
('0156700227336466406', True)
('772281843038862', False)
('49962124813266757', True)
('90453477088652030', True)
('8539186543913601054', False)
('4669389709690', False)
('345564021458263574', False)
('825826453057747761', True)
('8565350311752512', True)
('1128394932519', False)
('054623144505108', True)
('8715915904757738838', False)
('47492958892527', False)
('9977943226910', True)
('67086183348472', True)
('7700120661648', True)
('643501709053571359', True)
('4617150487087', True)
('90644167330188', True)
('783580940096818725', True)
('3660433141131322916', False)
('4942402111834', False)
('3496004499802855', True)
('970272644716616', True)
('59792743916555330', False)
('3307901127825', False)
('53288730846273', False)
('485532429011636041', False)
('21933067776069', False)
('085093760408578472', True)
('3161716174211342', True)
('42567071130183161', False)
('0846891175255', True)
('82138786289325943', True)
('5060485001145498', False)
('652454610895057', False)
('437594298292729056', False)
('4782832186546455', True)
('0561025641905367747', True)
('783137343701333', True)
('5049689231654', False)
('197723154550818', False)
('4907560709476', False)
('5914702781110', True)
('711987437958083', False)
('4719800306578425', False)
('189269971586304', False)
('7631449966362', False)
('4956342235624667', False)
('764664379323024', True)
('2971147352306', True)
('422899287804211', False)
('658137186126574845', False)
('98290956721385', True)
('128383445554196', False)
('333521942707095', False)
('10440570246369', True)
('2837885696409534292', True)
('039345334900168', True)
('5992586794086', True)
('7114901060675', False)
('236594467156880752', True)
('714190092819631543', False)
('974815395561872560', True)
('472629129809871675', True)
('112995380082357100', False)
('0217486367352', True)
('6850116404718', False)
('0540909524195317603', True)
('1185188208899173178', False)
('439557684709591224', False)
('014877591312272', False)
('74561605416767525', True)
('1272763645788888', False)
('676347551382060', False)
('27021324634521', True)
('980690928809787211', True)
('25150359527631', True)
('2012583123852037', False)
('221111774963180532', False)
('6171919674716', False)
('631575858668899808', False)
('63763802449326184', False)
('98008196421391220', True)
('98739129111650', False)
('276955190076858687', True)
('13292378317133', True)
('0207449585497712', True)
('9194864238324756876', True)
('0615852064107171', True)
('6807668023262', True)
('47789448747016235', True)
('073389361584924181', True)
('3052038517494960', True)
('5010695224387731839', True)
('04148182601032', False)
('2492988934204062502', True)
('902447278335568531', True)
('653022868612707380', True)
('402150608649970015', True)
('9515417835335854547', False)
('81890224818762832', True)
('5013093510878981251', True)
('48145744354140', True)
('623148630498461652', False)
('245356195537841', True)
('396039467471488', False)
('729025873961657', True)
('63709853388437', True)
('0957204229646', False)
('28805233782598', False)
('872636534892859838', False)
('31042496721365949', False)
('34461957014474898', False)
('87471823578405', False)
('7704717382212', True)
('6878785488751785602', True)
('5945691495577', False)
('663244904504398938', False)
('60780358470073364', True)
('6477146733560192119', True)
('6652345673936545', False)
('929323512896204', False)
('059293968830074944', True)
('516519908239990321', False)
('9216012375314800', False)
('1269563594087851', False)
('4305534040361372', True)
('350803569603860562', False)
('594415439101449', False)
('941886602579843', True)
('326682342909100', True)
('912999836364364', False)
('69088146952472885', True)
('313190343696493148', False)
('20799105016847', True)
('3108087740016195336', True)
('7483669083469430', True)
('069727819435310', False)
('1910489270425970', False)
('0095116143619377', True)
('83479685362481', True)
('491945526323272875', True)
('34760839651179657', False)
('638358032142087', False)
('579592800875013849', False)
('74874683281801', False)
('7012709639778544384', True)
('292358649916491322', True)
('90840792452521401', True)
('3992998962059', False)
('0214009516748095', False)
('1315067925544243164', False)
('74285334627732', True)
('82237945918232', False)
('9802692876698056197', False)
('5139957206932', False)
('7356133838971822', False)
('184644912708386107', False)
('07719983328988', False)
('01307489151809186', True)
('564102409674102988', True)
('264122433995936', True)
('7324475990559', False)
('94110797873761', True)
('427823180605123', True)
('4131079964654733502', False)
('721232739918556170', True)
('2752013832097071240', False)
('77810425084190606', False)
('087382036609689616', True)
('8067283172397958733', False)
('094959615597547693', False)
('45914969139640', True)
('9640488901729911529', False)
('77072301374841107', True)
('2957487743298083', True)
('94170158575538', False)
('8154005879819', True)
('897771055170874', True)
('5680078937475', True)
('02992173161379', True)
('2737275583015064', True)
('07303932357131', True)
('9855503776601874', True)
('355522768536313363', True)
('7098095461321908243', True)
('417288530234633266', True)
('9249232884787269', True)
('992500035177329686', False)
('66765021324347', True)
('147418324678463', True)
('6613734250075108', True)
('6830593386923418', True)
('429731926170377', False)
('24555937544971973', True)
('2405387331357', True)
('665920232837901', True)
('8401593889076', True)
('9294839704477979599', False)
('9092513963751101228', False)
('72981480257749842', True)
('716170975907846768', False)
('6114334577054663312', True)
('0649024714866263744', False)
('1286713126506162', True)
('4188282194691', False)
('75358734247283', True)
('8224036416708839133', False)
('86353469600866023', True)
('682421124892253', False)
('453886955127115306', True)
('944240248826258', False)
('3833386827139593736', True)
('574380004212184309', True)
('299700040456621926', False)
('1586422544012', True)
('55439835878581200', True)
('3405468457900940946', False)
('8444227606995', True)
('31514566651900', False)
('7917009863465693689', False)
('9124064811466702661', True)
('049881635648311870', True)
('009939447974478', False)
('65423808016976589', False)
('004140801990431185', True)
('6814470748534425', False)
('7728172838519448', False)
('28966187463229', True)
('9327012082655', True)
('323029481763224', False)
('498729132550743', True)
('3664323373898631', False)
('87137375516304366', False)
('6526058790658', False)
('3071353080820716', True)
('9237587724559635870', False)
('1993218830912', True)
('199636029384019007', True)
('911495299522413887', False)
('6477751041322', True)
('3832976528577165', True)
('6396525436702307', False)
('29418524723831', True)
('3369084311345', True)
('794561390400033464', False)
('865753747316501', True)
('033285795339653489', True)
('647493525447282755', True)
('4850799571470', False)
('092777368355188', True)
('83165912362574637', False)
('7017370107267', False)
('683506206072910', True)
('5002622919886133', True)
('3557940040518545103', True)
('2652382400089', False)
('4723854928636560', False)
('46143807875105253', False)
('9767438079086659162', False)
('7813961878497929', True)
('93665149894245725', True)
('4231567470650', True)
('745857269717503', False)
('56592004817416', True)
('30710868287081598', True)
('020028839400999212', False)
('32388823716490131', True)
('2158857126571', True)
('652502792815957330', True)
('7715941509006959', False)
('1022715820307', True)
('800093179062528768', True)
('20774856910175', False)
('32003358874671', True)
('0398740442329190', False)
('9081147161260', False)
('5786079645700', False)
('8853928515383183', False)
('651783242156670', True)
('748633419562660', False)
('621766597924427', True)
('0427684322624665', True)
('09887425150006276', True)
('697998157764302', True)
('999810222482155', False)
('7675466337582441', False)
('332114479745760', False)
('6107652961321491', True)
('712076647641496416', False)
('5592917090139', False)
('2481798834425046', False)
('06837369880514695', False)
('454738391319137056', True)
('104062075229686198', True)
('1776325481673', True)
('67448388489962530', False)
('8591649778255', True)
('1527573255973982', False)
('48167463722948427', True)
('088948236118879519', True)
('9327962082829068', False)
('2224984322174146', True)
('4461069544471916127', True)
('0585458797343657', True)
('384546578135613119', False)
('3560231288231753', True)
('367906111450420', True)
('7739750054931817246', True)
('1568149284197', True)
('9242108546501412', True)
('571584188252607', True)
('1082895012091', False)
('493907331484972', True)
('60462849727176', True)
('73791837024997', True)
('0335646964473157268', False)
('07468203894011', True)
('42541433425872299', False)
('7507141688322', True)
('423532709611157', True)
('8711764609672029848', False)
('540867938360467', False)
('1983367136963', False)
('2888717799974999499', False)
('915750130397882', True)
('16837073482963123', True)
('2053230389487047', False)
('8636649980137558972', True)
('686136262819895', False)
('916845033524480', True)
('76322613710290660', False)
('420230513496423090', False)
('64026356362994', False)
('82801642116893', True)
('419363223007595', False)
('0407129019734231', True)
('4012660760270759476', True)
('536126260609755766', True)
('5755572364715526846', False)
('583381080978270490', False)
('66741672978327371', False)
('5751367953361535', True)
('813963755656770', True)
('93388416051758071', True)
('0592797377424703804', True)
('3257777939102', False)
('1958935828066941008', True)
('4305695581102330121', False)
('228034649020547', True)
('68173801771167', False)
('21833386949191', False)
('891522979239118587', True)
('94830506385399', True)
('6587185609813180', True)
('0429005518213', False)
('8116253382004918159', False)
('851897183100212', True)
('3654157961774983121', True)
('230474787945241810', False)
('906424297250901', True)
('9385012587404', False)
('18913878988071904', False)
('3237480414320302', False)
('347856421150258', True)
('92750211824668', True)
('641667148615159185', False)
('7500888328533', False)
('31653139994020635', False)
('5834201898231', False)
('0337483902686', True)
('933795628204083082', True)
('186351756362771', True)
('0101486501068188768', False)
('35961701990378', True)
('1343722611746035769', True)
('75378315090597', True)
('0734924639256874418', False)
('537029952539410266', False)
('319668080623637526', False)
('4800569220033185', True)
('4520742995411', True)
('584196314649512532', True)
('506918071891744227', True)
('03341113418907021', False)
('6770773627006494', False)
('17382176732215', False)
('73321218413305830', False)
('7262267440965810695', True)
('675020688685272', False)
('47264074227916', True)
('3787581188058014407', True)
('1317646493716746', True)
('4871001442655653445', False)
('600528001440662', True)
('7994333777784', True)
('56973115992175', True)
('62574101765583', False)
('8920380114193358', True)
('8439436637955', True)
('7486669855534', False)
('971724642084675301', True)
('65475156275115722', True)
('24091037876290', False)
('190700170888684', True)
('64308643523252007', False)
('884201611039432750', True)
('03697152580353', False)
('7651463617400111', False)
('721584340171233', False)
('94186513618029', False)
('6136051054357', True)
('30091136298588', False)
('2176075661152671553', True)
('85250193004453', False)
('9486100343962165', False)
('9497741287424054688', True)
('66043817180253129', False)
('41463188458195', True)
('1375421048955', False)
('61810660783257', True)
('693208310008693603', True)
('1460041089249', False)
('963208889094520355', False)
('4884136029574922554', False)
('82621463474487185', True)
('3722792708113199', False)
('3260396466762', False)
('15517037821790070', False)
('083078323793378', True)
('4642014913177', True)
('67673898309747592', True)
('5511902500439384102', False)
('309538940977367187', True)
('75881222327694234', False)
('3410804633236762302', True)
('66974804521208', True)
('3932436656616', False)
('462157619768208308', False)
('5142040402233500', False)
('6301851499579836', True)
('5862684245382780', False)
('67105106623867320', True)
('683768367290729', True)
('8836895118815279', True)
('2572803752878', True)
('79659902015611648', False)
